2026-04-08 02:41:37,420 [INFO] src.process_lock: Process lock acquired (PID 18392)
2026-04-08 02:41:37,652 [ERROR] src.ai_analyst: NO BUDGET FILE FOUND -- starting with $0 spent. Check logs/ai_budget.json
2026-04-08 02:41:38,068 [INFO] src.notifier: Telegram connected: @polyagent_erim_bot (chat_id: 5102852678)
2026-04-08 02:41:39,482 [INFO] src.sports_ws: Sports WebSocket started in background thread
2026-04-08 02:41:39,482 [INFO] src.websocket_feed: WebSocket price feed started in background thread
2026-04-08 02:41:39,483 [INFO] src.exit_monitor: WS pulse thread started (interval=2.0s)
2026-04-08 02:41:39,483 [INFO] src.agent: Agent starting -- mode=dry_run
2026-04-08 02:41:39,804 [INFO] src.websocket_feed: WebSocket connected to CLOB (0 subscriptions)
2026-04-08 02:41:39,849 [INFO] src.sports_ws: Sports WebSocket connected to wss://sports-api.polymarket.com/ws
2026-04-08 02:41:41,221 [INFO] src.agent: === Cycle #1 start ===
2026-04-08 02:41:41,222 [INFO] src.agent: Phase [reflection] took 0.0s
2026-04-08 02:41:41,222 [INFO] src.agent: Phase [bankroll+drawdown+cb] took 0.0s
2026-04-08 02:41:41,223 [INFO] src.agent: Phase [price_update+resolved] took 0.0s
2026-04-08 02:41:41,225 [INFO] src.agent: Phase [exit_detection] took 0.0s
2026-04-08 02:41:41,782 [INFO] src.market_scanner: Discovered 177 league tags from /sports (177 entries)
2026-04-08 02:45:16,834 [INFO] src.market_scanner: Total scan: 177 tags + 2 parent, 266 queries -> 36661 unique markets
2026-04-08 02:45:16,839 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Carolina Hurricanes win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,839 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Dallas Stars win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,839 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Columbus Blue Jackets win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,839 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Nashville Predators win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,839 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Edmonton Oilers win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,840 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Calgary Flames win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,840 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Colorado Avalanche win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,840 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,840 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the San Jose Sharks win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,840 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?
2026-04-08 02:45:16,840 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Montreal Canadiens win the 2026 NHL Stanley Cup?
